Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
44079,1/16/2019 10:35,3,123,<machine-learning><linear-regression><optimization>,1,
44082,1/16/2019 10:44,3,81,<machine-learning><cnn><convnet><image-classification>,1,
44087,1/16/2019 13:15,1,191,<classification><scikit-learn><accuracy>,2,
44089,1/16/2019 14:02,0,23,<machine-learning><neural-network><convnet><image-classification><data-augmentation>,1,
44091,1/16/2019 14:41,4,1505,<neural-network><gradient-descent><loss-function>,2,1
44094,1/16/2019 15:51,0,123,<nlp><word-embeddings>,1,
44096,1/16/2019 16:48,2,313,<nlp><data><multilabel-classification>,2,2
44097,1/16/2019 16:55,3,56,<machine-learning><score><collinearity>,2,
44101,1/16/2019 17:41,1,329,<python><neural-network><tensorflow><accuracy><overfitting>,2,
44102,1/16/2019 17:48,0,16,<machine-learning><neural-network>,1,
44103,1/16/2019 17:57,1,218,<machine-learning><bigdata><image-classification><training><image-recognition>,0,
44108,1/16/2019 18:16,8,6708,<machine-learning>,2,
44109,1/16/2019 18:16,0,145,<machine-learning><bigdata><sampling><hyperparameter-tuning>,2,1
44115,1/16/2019 18:58,3,336,<logistic-regression>,2,
44123,1/16/2019 21:26,0,56,<parallel><boosting>,1,
44124,1/16/2019 22:27,4,5625,<machine-learning><neural-network><deep-learning><keras><tensorflow>,1,1
44126,1/16/2019 22:58,4,241,<machine-learning><correlation>,2,1
44127,1/17/2019 2:11,1,173,<clustering><tfidf>,2,
44133,1/17/2019 5:00,5,847,<python><computer-vision><similarity><opencv>,2,2
54212,6/21/2019 11:01,2,21,<neural-network><dropout>,0,
54214,6/21/2019 11:48,4,40726,<scikit-learn><pandas><numpy>,2,1
54226,6/21/2019 14:51,0,21,<machine-learning><neural-network><regression>,0,
54228,6/21/2019 15:38,0,235,<r><linear-regression>,2,
54230,6/21/2019 15:52,7,3108,<nlp><word2vec><word-embeddings><dimensionality-reduction><embeddings>,2,1
54231,6/21/2019 16:22,1,90,<logistic-regression>,1,
54232,6/21/2019 16:25,17,8286,<word2vec><word-embeddings><bert>,5,11
54236,6/21/2019 17:01,1,43,<reinforcement-learning><dqn>,0,
54237,6/21/2019 17:48,6,2125,<time-series><predictive-modeling><linear-regression>,2,1
54238,6/21/2019 17:49,0,17,<machine-learning><python><keras>,0,
54244,6/21/2019 19:26,2,1752,<machine-learning><data><categorical-data><numerical>,3,2
54257,6/21/2019 22:02,1,36,<nlp><dataset>,2,
54258,6/21/2019 22:35,3,3779,<keras><cnn><activation-function>,1,
54259,6/21/2019 22:44,0,22,<statistics>,2,
54260,6/21/2019 23:44,2,817,<scikit-learn><preprocessing>,3,1
54263,6/22/2019 0:24,0,44,<machine-learning>,1,
54270,6/22/2019 6:03,1,41,<time-series>,0,
54273,6/22/2019 7:49,5,220,<python><keras><convnet>,3,1
54277,6/22/2019 8:23,1,426,<machine-learning><reinforcement-learning><q-learning>,2,
54279,6/22/2019 9:04,1,100,<machine-learning><data-mining><machine-learning-model>,0,
54280,6/22/2019 9:33,1,897,<machine-learning><scikit-learn><collinearity>,2,
54281,6/22/2019 10:32,3,163,<machine-learning><svm><regularization><hinge-loss>,2,
54288,6/22/2019 13:11,0,162,<classification><keras><predictive-modeling><lstm><multiclass-classification>,2,
54289,6/22/2019 13:51,4,183,<scikit-learn><linear-regression>,3,2
54292,6/22/2019 14:12,1,537,<neural-network><autoencoder><dimensionality-reduction>,1,
54293,6/22/2019 15:08,1,158,<neural-network><deep-learning><keras><convnet><image-classification>,1,
54296,6/22/2019 16:48,6,2742,<normalization>,4,3
54306,6/22/2019 19:34,0,1280,<deep-learning><keras><cnn><object-detection><transfer-learning>,0,
54313,6/23/2019 1:25,1,476,<neural-network><distribution><gaussian><openai-gym><actor-critic>,1,1
54320,6/23/2019 6:19,1,65,<python><keras><convnet>,1,
64700,12/12/2019 12:44,0,71,<keras><tensorflow>,1,
64701,12/12/2019 12:49,0,225,<data-analysis><scoring>,1,
64702,12/12/2019 13:06,0,97,<neural-network><deep-learning><keras><tensorflow><xgboost>,0,
64703,12/12/2019 14:13,1,33,<deep-learning><machine-translation>,1,
64704,12/12/2019 14:18,1,47,<neural-network><r><hyperparameter><hyperparameter-tuning>,1,
64705,12/12/2019 14:20,0,19,<torch>,0,
64706,12/12/2019 14:30,1,127,<classification><unbalanced-classes><class-imbalance><binary>,2,
64707,12/12/2019 14:46,2,174,<recommender-system><apache-spark><evaluation><pyspark><metric>,1,1
64708,12/12/2019 14:59,1,25,<neural-network><activation-function>,0,
64712,12/12/2019 16:02,0,35,<geospatial>,2,
64713,12/12/2019 16:06,0,43,<python><clustering><k-means><pca>,1,
64714,12/12/2019 17:03,5,144,<nlp><word-embeddings><topic-model>,1,
64717,12/12/2019 19:15,1,51,<deep-learning><loss-function><autoencoder>,2,
64718,12/12/2019 19:19,0,48,<machine-learning><neural-network><cnn><image-classification><confusion-matrix>,0,
64719,12/12/2019 20:00,2,90,<machine-learning><python><regression><forecasting><arima>,0,1
64722,12/12/2019 21:21,0,81,<machine-learning><r><regression>,1,
64723,12/12/2019 21:43,0,34,<machine-learning><cross-validation>,1,
64724,12/12/2019 22:15,1,10,<dataset><finance><annotation>,0,
64731,12/13/2019 0:29,0,1572,<python><logistic-regression><error-handling>,0,
64732,12/13/2019 0:50,2,90,<machine-learning><python><normalization><batch-normalization>,1,1
64739,12/13/2019 4:04,0,32,<python><dataframe><math>,1,
64742,12/13/2019 6:26,-2,98,<machine-learning><deep-learning><keras><data-mining>,1,
64743,12/13/2019 7:01,1,578,<machine-learning><deep-learning><spacy>,1,
64745,12/13/2019 7:18,2,42,<python><adaboost>,0,
64746,12/13/2019 7:39,2,54,<neural-network><backpropagation><softmax>,1,
64750,12/13/2019 8:26,0,23,<python>,2,
64751,12/13/2019 8:39,0,28,<machine-learning><deep-learning><classification><tensorflow><multilabel-classification>,1,
64752,12/13/2019 8:44,0,8,<statistics><feature-extraction><descriptive-statistics>,0,
64754,12/13/2019 9:42,0,25,<visualization>,0,
64755,12/13/2019 10:03,1,18,<regression><correlation><mutual-information>,1,
64756,12/13/2019 10:11,2,196,<machine-learning><deep-learning><data-mining><dataset><predictive-modeling>,2,2
64762,12/13/2019 11:57,1,79,<machine-learning><neural-network><keras><time-series><cross-validation>,0,
64763,12/13/2019 12:01,0,16,<statistics><data-science-model><bayesian><frequentist>,0,
64764,12/13/2019 12:15,13,1749,<machine-learning><data-product>,6,6
64765,12/13/2019 12:21,0,28,<deep-learning><training><computer-vision><object-detection>,0,
64766,12/13/2019 12:27,0,150,<machine-learning><scikit-learn>,0,
64767,12/13/2019 12:41,2,153,<machine-learning><cross-validation><hyperparameter-tuning>,1,
64769,12/13/2019 12:54,0,671,<deep-learning><time-series><regression><lstm>,1,
44139,1/17/2019 9:40,3,378,<overfitting><variance><bias>,1,
44141,1/17/2019 10:15,0,67,<scikit-learn>,3,
44148,1/17/2019 14:11,1,113,<deep-learning><reinforcement-learning>,0,1
44150,1/17/2019 14:40,1,263,<machine-learning><data-mining><naive-bayes-classifier>,1,
44151,1/17/2019 14:58,1,71,<classification><text-mining><word2vec><gensim>,0,1
44152,1/17/2019 15:36,1,470,<machine-learning><optimization>,0,
44155,1/17/2019 16:30,3,158,<python><pandas>,2,
44156,1/17/2019 16:58,1,41,<machine-learning><deep-learning><scikit-learn><data>,0,
44161,1/17/2019 18:55,1,61,<logistic-regression>,2,
44163,1/17/2019 19:26,1,67,<convnet><image-classification><prediction>,0,
44169,1/18/2019 1:13,1,670,<machine-learning><xgboost><data-science-model><boosting>,1,
44171,1/18/2019 1:59,1,43,<image-classification><image-recognition><reference-request>,0,
44176,1/18/2019 6:19,1,86,<machine-learning><regularization><matrix-factorisation><embeddings>,1,
44177,1/18/2019 6:34,0,396,<keras><tensorflow><lstm><cnn><rnn>,2,
44180,1/18/2019 8:14,2,602,<machine-learning><classification>,3,
44188,1/18/2019 10:00,1,103,<data-mining><statistics>,2,
44190,1/18/2019 10:34,1,200,<python><parsing><regex><tokenization>,0,1
44192,1/18/2019 10:52,9,6157,<regression><visualization><seaborn>,1,2
44195,1/18/2019 11:19,1,30,<machine-learning><time-series><predictive-modeling><preprocessing><forecast>,0,
44199,1/18/2019 12:03,1,125,<python><orange><tsne>,0,
44202,1/18/2019 14:09,1,98,<text-mining>,1,
44205,1/18/2019 15:08,1,1038,<nlp><text-mining><word2vec><information-retrieval>,1,1
44206,1/18/2019 15:16,1,1187,<machine-learning><neural-network><deep-learning><classification><keras>,2,2
44213,1/18/2019 18:34,0,713,<machine-learning><activation-function>,1,
44215,1/18/2019 18:55,1,526,<machine-learning><scikit-learn><nlp><accuracy><sentiment-analysis>,1,
44219,1/18/2019 20:08,3,668,<python><scikit-learn><imbalanced-learn><smotenc>,1,1
44220,1/18/2019 23:39,3,335,<machine-learning><python><classification><text-mining><algorithms>,1,
44222,1/19/2019 2:31,0,458,<python><numpy><gaussian><noise>,1,
44223,1/19/2019 4:45,1,310,<machine-learning-model><data-science-model><model-selection><ensemble-modeling>,1,1
44224,1/19/2019 8:44,3,301,<python><statistics><data><ipython>,2,
44225,1/19/2019 9:10,8,423,<machine-learning><keras><scikit-learn><feature-scaling><labels>,1,2
44228,1/19/2019 10:20,0,270,<machine-learning-model>,6,
44236,1/19/2019 13:50,0,305,<keras><lstm><preprocessing><feature-scaling>,1,
44242,1/19/2019 17:02,0,54,<machine-learning><feature-extraction><word2vec><text>,1,
44244,1/19/2019 18:06,-1,133,<machine-learning><data-science-model>,1,
44246,1/19/2019 18:55,1,63,<python><neural-network><tensorflow><convnet>,1,
54327,6/23/2019 10:28,0,66,<deep-learning><training><recurrent-neural-net>,3,
54330,6/23/2019 11:20,0,143,<classification><autoencoder><encoding>,1,1
54332,6/23/2019 11:43,1,316,<nltk><cosine-distance>,1,
54333,6/23/2019 12:09,1,69,<one-shot-learning>,1,
54337,6/23/2019 15:55,2,36,<machine-learning><svm>,1,
54341,6/23/2019 17:30,0,225,<clustering><data-cleaning>,2,1
54343,6/23/2019 18:12,0,32,<r><data-cleaning>,1,
54346,6/23/2019 19:56,2,598,<machine-learning><probability>,1,1
54350,6/23/2019 22:40,0,105,<r><clustering><matrix>,0,
54351,6/23/2019 23:30,1,45,<machine-learning><python><time-series><prediction>,1,
54352,6/23/2019 23:38,0,77,<predictive-modeling>,3,1
54364,6/24/2019 6:09,0,50,<machine-learning><python><neural-network><backpropagation>,1,
54369,6/24/2019 8:31,2,190,<machine-learning><deep-learning><supervised-learning><gan>,1,
54370,6/24/2019 8:41,1,44,<text-mining><natural-language-process><sentiment-analysis>,1,
54374,6/24/2019 9:33,1,2337,<python><time-series><excel>,1,
54377,6/24/2019 9:53,2,141,<machine-learning><python><data-mining><numpy><normalization>,1,2
54379,6/24/2019 10:02,0,132,<deep-learning><keras><loss-function><metric>,1,
54381,6/24/2019 10:50,4,175,<word2vec><word-embeddings>,1,
54382,6/24/2019 11:11,1,40,<dataset><csv><matrix>,2,0
54384,6/24/2019 11:43,6,96,<machine-learning><categorical-data><beginner><encoding><k-nn>,1,1
54386,6/24/2019 11:55,0,159,<python><neural-network><deep-learning><keras>,1,
54387,6/24/2019 12:32,0,128,<r><clustering><k-means><plotting>,3,
54390,6/24/2019 13:06,2,2297,<features>,2,
54398,6/24/2019 15:12,0,94,<cnn>,0,
54401,6/24/2019 15:32,0,133,<machine-learning><neural-network><dataset><cnn><convolution>,1,
54402,6/24/2019 15:32,0,27,<python><tensorflow>,2,
54407,6/24/2019 16:57,0,156,<visualization><machine-learning-model><data-science-model>,1,
54409,6/24/2019 19:16,1,283,<machine-learning><neural-network><data-science-model>,2,
54412,6/24/2019 21:26,4,2028,<nlp><cnn><pytorch><transfer-learning><bert>,2,4
54413,6/24/2019 22:11,1,369,<machine-learning><python><data-mining><numpy><linear-algebra>,1,0
54414,6/24/2019 23:48,0,1123,<matrix>,2,
54427,6/25/2019 5:18,0,28,<data-cleaning><sql>,1,
54430,6/25/2019 6:03,0,47,<regression><linear-regression><feature-engineering>,1,
54432,6/25/2019 6:46,0,47,<neural-network><classification><regression>,0,
54433,6/25/2019 7:04,1,50,<neural-network><predictive-modeling><correlation>,1,
54436,6/25/2019 7:29,0,5274,<machine-learning><python><data><data-analysis><anaconda>,1,
64770,12/13/2019 13:41,1,515,<machine-learning><data-mining><predictive-modeling><feature-selection><cross-validation>,1,
64772,12/13/2019 13:49,1,26,<machine-learning><neural-network><cnn><transfer-learning>,0,
64773,12/13/2019 13:51,1,175,<r>,1,
64775,12/13/2019 14:49,1,31,<keras>,0,
64777,12/13/2019 15:38,2,94,<cross-validation><ensemble-modeling><hyperparameter>,2,1
64778,12/13/2019 15:42,0,24,<python><svm><optimization>,0,
64779,12/13/2019 16:21,2,53,<machine-learning><time-series><feature-selection><aggregation>,1,
64780,12/13/2019 16:40,0,245,<machine-learning><neural-network><keras><cnn>,0,
64782,12/13/2019 17:23,1,54,<machine-learning><neural-network><cnn><image-classification>,0,
64783,12/13/2019 18:10,1,12,<beginner>,0,
64786,12/13/2019 18:53,1,43,<machine-learning><time-series><unsupervised-learning><distribution>,1,
64787,12/13/2019 19:00,3,46,<deep-learning><predictive-modeling><accuracy><efficiency>,1,
64790,12/13/2019 19:37,0,41,<machine-learning><neural-network><deep-learning><cnn><image-classification>,1,
64791,12/13/2019 19:42,1,18,<machine-learning><reinforcement-learning><pytorch>,0,
64795,12/13/2019 20:21,0,27,<machine-learning><deep-learning><data-mining><dataset><data-cleaning>,2,
64796,12/13/2019 20:23,1,462,<linear-regression><xgboost>,1,1
64800,12/13/2019 21:26,1,24,<machine-learning><neural-network><cnn><image-classification><colab>,1,
64811,12/14/2019 4:29,1,38,<automl>,0,
64812,12/14/2019 6:00,0,116,<deep-learning><gpu><google-cloud>,0,1
64814,12/14/2019 7:01,0,8,<optimization><correlation><math><simulation><multivariate-distribution>,0,
64817,12/14/2019 7:14,0,31,<r>,1,
64819,12/14/2019 7:56,0,35,<machine-learning><feature-engineering><data-science-model>,0,
64820,12/14/2019 8:13,0,40,<machine-learning><neural-network><cnn><image-classification>,0,
64821,12/14/2019 8:26,0,302,<python><statistics><numpy>,1,
64823,12/14/2019 9:43,-1,66,<machine-learning><clustering><lstm><bigdata><geospatial>,1,
64827,12/14/2019 12:15,1,145,<attention-mechanism>,1,1
64829,12/14/2019 12:30,1,13647,<machine-learning><neural-network><cnn><pandas><image-classification>,1,
64831,12/14/2019 13:46,0,39,<classification><cnn>,0,
64832,12/14/2019 15:02,0,13,<neural-network><multiclass-classification>,0,
64834,12/14/2019 15:41,1,44,<convnet><overfitting><hyperparameter-tuning><grid-search><gridsearchcv>,1,
64835,12/14/2019 17:17,3,68,<machine-learning><evaluation><model-selection><plotting>,2,
64836,12/14/2019 17:23,1,119,<machine-learning><neural-network><cnn><transfer-learning>,1,
64839,12/14/2019 18:39,0,14,<machine-learning><statistics><probability>,0,1
64840,12/14/2019 19:07,2,36,<machine-learning><neural-network><deep-learning><reinforcement-learning><q-learning>,0,
64841,12/14/2019 20:01,0,20,<machine-learning><python><random-forest><linear-regression><ensemble-modeling>,0,
44248,1/19/2019 19:44,0,37,<regression><prediction>,1,
44249,1/19/2019 19:48,1,1096,<python><keras><time-series><predictive-modeling><lstm>,1,
44253,1/19/2019 22:14,2,278,<dataset><data-cleaning><image-classification><computer-vision><preprocessing>,2,
44256,1/20/2019 0:26,1,195,<machine-learning><nlp><statistics><machine-learning-model>,1,1
44266,1/20/2019 6:51,1,313,<machine-learning><scikit-learn><nlp><multiclass-classification><naive-bayes-classifier>,1,
44268,1/20/2019 7:47,1,1663,<cnn>,1,1
44270,1/20/2019 9:45,1,357,<nlp><nltk><tokenization>,1,
44271,1/20/2019 9:53,1,18,<yolo>,0,
44272,1/20/2019 9:56,1,30,<time-series><pca>,0,
44274,1/20/2019 10:04,2,578,<machine-learning><lstm><rnn><accuracy><metric>,1,
44277,1/20/2019 10:44,1,615,<machine-learning><data-mining><predictive-modeling><data-science-model>,1,1
44280,1/20/2019 11:12,0,60,<machine-learning><python><books>,2,1
44283,1/20/2019 11:48,0,513,<machine-learning><python><nlp><feature-selection>,1,
44288,1/20/2019 14:07,0,1044,<keras><cnn><batch-normalization>,1,0
44293,1/20/2019 15:53,4,5010,<neural-network><dropout>,1,1
44300,1/20/2019 18:52,1,166,<anonymization>,5,
44302,1/20/2019 19:35,2,1319,<python><neural-network><keras><regression>,1,
44303,1/20/2019 19:39,2,144,<neural-network><deep-learning><lstm><cnn><natural-language-process>,3,
44306,1/20/2019 20:30,1,2129,<classification><scikit-learn><nlp><naive-bayes-classifier>,1,
44307,1/20/2019 20:55,3,177,<graphs><embeddings>,3,
44313,1/21/2019 4:32,1,48,<python><bigdata><data><bayesian>,0,2
44315,1/21/2019 5:52,2,1426,<reinforcement-learning><q-learning><dynamic-programming>,1,3
44317,1/21/2019 7:12,2,54,<dataset><statistics><recommender-system><ab-test>,1,1
44319,1/21/2019 8:04,0,43,<machine-learning><classification><machine-learning-model><evaluation>,1,
44322,1/21/2019 10:33,1,103,<machine-learning><predictive-modeling><lstm><recommender-system><natural-language-process>,0,1
44323,1/21/2019 11:17,2,49,<neural-network><activation-function>,0,1
44324,1/21/2019 11:34,5,4799,<machine-learning><neural-network><gradient-descent>,2,
44325,1/21/2019 11:53,1,35,<neural-network><deep-learning><regularization><generative-models><embeddings>,2,
44327,1/21/2019 12:02,3,680,<machine-learning><cross-validation><class-imbalance><sampling>,2,2
44330,1/21/2019 13:08,0,642,<machine-learning><deep-learning><training><image-preprocessing>,2,
44335,1/21/2019 16:00,1,160,<r><time-series><statistics>,1,
44336,1/21/2019 16:10,1,333,<machine-learning><neural-network><deep-learning><feature-engineering>,1,2
44340,1/21/2019 16:56,1,58,<machine-learning><statistics><math>,1,
44354,1/22/2019 3:53,3,1391,<xgboost>,2,
44358,1/22/2019 6:08,0,54,<deep-learning><prediction><social-network-analysis><reference-request>,1,
44359,1/22/2019 6:15,0,38,<machine-learning><scikit-learn><clustering>,1,
44360,1/22/2019 6:16,1,946,<python><neural-network><keras><regression><lstm>,1,
54441,6/25/2019 8:44,1,40,<python><deep-learning><convnet><image-recognition>,1,
54443,6/25/2019 9:30,1,1254,<python><deep-learning><keras><tensorflow>,1,
54450,6/25/2019 11:44,4,684,<dataset><data><training><evaluation><object-detection>,1,2
54452,6/25/2019 11:51,-1,81,<r><programming>,2,1
54453,6/25/2019 12:12,2,108,<regression><cross-validation>,1,1
54464,6/25/2019 13:06,1,182,<text-mining><information-retrieval><topic-model>,1,
54465,6/25/2019 13:07,2,28,<clustering><linear-regression>,1,
54467,6/25/2019 14:17,2,228,<nlp><word2vec>,0,
54472,6/25/2019 15:59,2,42,<python><pandas><data-cleaning>,2,
54473,6/25/2019 16:01,1,334,<neural-network><multiclass-classification><dimensionality-reduction><regularization>,2,
54477,6/25/2019 17:00,2,189,<neural-network><deep-learning><keras><tensorflow><cnn>,5,
54478,6/25/2019 17:03,2,244,<neural-network><hyperparameter><hyperparameter-tuning>,0,
54480,6/25/2019 17:09,1,244,<machine-learning><tensorflow>,1,
54483,6/25/2019 17:33,1,147,<machine-learning><python><keras><time-series><regression>,1,
54485,6/25/2019 18:35,0,414,<keras><convnet>,2,
54489,6/25/2019 19:51,0,46,<machine-learning><cross-validation><variance><bias>,2,
54491,6/25/2019 20:14,4,5981,<keras>,1,0
54492,6/25/2019 20:43,0,50,<machine-learning><python><scikit-learn><data-science-model>,2,
54498,6/25/2019 21:39,0,3659,<deep-learning><keras><deep-network><implementation>,2,
54507,6/26/2019 2:06,2,3367,<machine-learning><deep-learning><dataset><image-classification><computer-vision>,2,
54508,6/26/2019 2:22,1,20,<svm>,1,
54510,6/26/2019 5:06,1,61,<seaborn>,0,
54511,6/26/2019 5:36,0,1297,<deep-learning><keras>,0,
54513,6/26/2019 6:05,2,110,<deep-learning><bayesian><monte-carlo>,1,
54515,6/26/2019 6:30,1,67,<machine-learning><python><classification><model-selection><classifier>,1,
54516,6/26/2019 6:56,0,67,<python><pandas><dataframe><bioinformatics>,0,
54517,6/26/2019 7:08,0,42,<classification><nlp><word2vec><word-embeddings><text>,1,1
54529,6/26/2019 9:27,1,58,<python><pandas><ipython>,1,
54534,6/26/2019 10:54,0,24,<image>,2,
54535,6/26/2019 11:43,0,40,<machine-learning><project-planning>,1,
54536,6/26/2019 11:47,1,114,<deep-learning><convolution><backpropagation>,1,
54540,6/26/2019 12:36,1,37,<neural-network><deep-learning>,2,1
54542,6/26/2019 13:06,1,227,<python><dropout>,0,
64844,12/14/2019 20:21,0,131,<keras><tensorflow><accuracy>,1,
64845,12/14/2019 20:31,0,53,<software-recommendation><julia>,0,
64846,12/14/2019 20:33,1,25,<classification>,0,
64847,12/14/2019 20:44,1,27,<machine-learning><deep-learning><keras><overfitting>,0,
64851,12/15/2019 0:02,1,267,<cnn><batch-normalization><mini-batch-gradient-descent>,1,
64852,12/15/2019 0:28,2,18,<machine-learning><ensemble-modeling>,1,
64855,12/15/2019 4:47,0,1621,<python><pandas>,3,
64856,12/15/2019 5:28,1,158,<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>,1,
64859,12/15/2019 7:42,2,42,<machine-learning><python><neural-network><classification><dataset>,1,
64861,12/15/2019 9:33,0,122,<machine-learning><plotting><seaborn><heatmap>,1,
64867,12/15/2019 10:54,0,185,<machine-learning><python><deep-learning><keras><fastai>,0,
64870,12/15/2019 12:24,1,1426,<python><spyder>,1,
64871,12/15/2019 12:45,1,198,<machine-learning><deep-learning><data-mining><predictive-modeling><evaluation>,1,
64872,12/15/2019 13:09,0,36,<machine-learning><neural-network><convnet><feature-engineering><feature-extraction>,2,
64873,12/15/2019 13:18,0,16,<data><sports>,0,
64875,12/15/2019 13:31,0,48,<machine-learning><neural-network><cnn><image-classification><regularization>,0,
64877,12/15/2019 14:07,2,1893,<python>,1,1
64878,12/15/2019 14:31,1,109,<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>,1,
64880,12/15/2019 15:13,2,1555,<colab>,0,
64881,12/15/2019 15:58,0,39,<pytorch><autoencoder>,0,
64883,12/15/2019 17:12,0,120,<keras><word-embeddings><natural-language-process><ensemble-modeling><gensim>,1,
64885,12/15/2019 17:24,0,413,<scikit-learn><feature-selection><decision-trees>,1,
64886,12/15/2019 18:49,1,37,<machine-learning><neural-network><r><xgboost><hyperparameter>,0,
64887,12/15/2019 19:40,1,13,<python><neural-network><backpropagation><math><matrix>,0,
64889,12/15/2019 20:13,1,22,<machine-learning><neural-network>,1,
64891,12/16/2019 0:04,1,42,<machine-learning><nlp>,0,
64895,12/16/2019 1:21,0,21,<python><deep-learning><pytorch><gpu><jupyter>,0,
64897,12/16/2019 3:24,0,80,<machine-learning><python><neural-network><keras><cross-validation>,0,
64899,12/16/2019 4:33,1,148,<reinforcement-learning>,0,
64900,12/16/2019 5:27,0,45,<k-means><pyspark><online-learning>,1,
64901,12/16/2019 5:27,0,19,<machine-learning>,0,
64905,12/16/2019 7:28,0,121,<feature-selection><random-forest><machine-learning-model>,1,
64906,12/16/2019 7:34,0,69,<machine-learning><deep-learning><predictive-modeling><feature-selection><feature-engineering>,1,
64907,12/16/2019 7:59,0,27,<dataset>,0,
64910,12/16/2019 8:18,2,71,<python><classification><class-imbalance>,1,
64911,12/16/2019 9:17,0,19,<multiclass-classification><multilabel-classification>,0,
64912,12/16/2019 10:07,0,35,<scikit-learn><text-mining><recommender-system><tfidf>,1,
64914,12/16/2019 10:28,0,54,<python><pandas>,2,
64915,12/16/2019 10:36,0,30,<machine-learning><training><loss-function><accuracy>,0,2
64918,12/16/2019 11:10,0,10,<dataset><regression><feature-selection><logistic-regression>,0,
64921,12/16/2019 11:50,1,330,<regression><pandas><feature-engineering><normalization><feature-scaling>,2,2
64922,12/16/2019 12:11,1,40,<neural-network><deep-learning><scikit-learn><cross-validation><mlp>,1,
64925,12/16/2019 13:12,2,81,<logistic-regression><python-3.x>,2,
64928,12/16/2019 14:14,1,8,<neural-network><feature-selection>,0,
64929,12/16/2019 14:24,-1,278,<scikit-learn><random-forest><probability><implementation><predict>,1,
64930,12/16/2019 14:38,1,73,<neural-network><deep-learning><keras><convolution>,0,
64932,12/16/2019 14:47,2,90,<machine-learning><deep-learning><data-mining><predictive-modeling><grid-search>,2,
64934,12/16/2019 15:04,1,170,<python><categorical-data><dummy-variables><one-hot-encoding><categorical-encoding>,2,
44367,1/22/2019 8:40,1,87,<deep-learning><image-classification>,2,1
44369,1/22/2019 10:36,1,31,<deep-learning><reinforcement-learning><q-learning><dqn><deep-network>,0,1
44374,1/22/2019 12:55,0,533,<python><keras><pyspark>,1,
44377,1/22/2019 13:33,1,49,<career>,2,
44379,1/22/2019 13:57,1,94,<machine-learning><neural-network><embeddings>,1,
44383,1/22/2019 15:11,1,511,<machine-learning><python><classification><nltk>,3,
44387,1/22/2019 17:37,4,2459,<machine-learning><python><scikit-learn><pandas><data-science-model>,3,
44389,1/22/2019 18:09,1,207,<machine-learning><data-mining>,4,2
44391,1/22/2019 18:45,3,750,<python><keras><convnet>,1,1
44392,1/22/2019 18:49,3,360,<machine-learning><predictive-modeling><prediction>,2,1
44402,1/22/2019 23:37,0,112,<machine-learning><neural-network><training><gradient-descent><perceptron>,1,
44406,1/23/2019 2:04,1,637,<word2vec><word-embeddings>,1,
44409,1/23/2019 3:57,1,54,<machine-learning><data-mining><visualization><data-analysis>,1,
44411,1/23/2019 4:03,1,102,<pytorch>,0,1
44414,1/23/2019 7:15,0,122,<keras><cnn><transfer-learning>,1,
44419,1/23/2019 9:21,1,26,<machine-learning><data-mining>,0,
44423,1/23/2019 9:58,4,2772,<python><time-series><visualization><data-analysis><forecast>,0,
44427,1/23/2019 10:57,1,75,<machine-learning><scikit-learn><pca>,1,
44430,1/23/2019 11:13,0,482,<fuzzy-logic>,1,
44432,1/23/2019 11:17,1,261,<time-series><anomaly-detection><online-learning>,1,1
44438,1/23/2019 13:16,0,1069,<machine-learning><python><deep-learning><keras><cnn>,1,
44440,1/23/2019 14:04,0,81,<machine-learning><theory>,2,
44446,1/23/2019 14:55,1,105,<machine-learning><gradient-descent>,2,
44448,1/23/2019 15:34,2,116,<nlp><clustering><feature-extraction><encoding><embeddings>,0,
44449,1/23/2019 15:36,1,1544,<python><scikit-learn><pandas><numpy>,0,
44450,1/23/2019 15:37,2,295,<python><scikit-learn><decision-trees><accuracy><matlab>,2,
44454,1/23/2019 16:56,0,316,<python><pandas>,2,
44456,1/23/2019 17:29,2,440,<python><deep-learning><keras>,1,1
44460,1/23/2019 18:03,0,63,<machine-learning><reinforcement-learning><q-learning><policy-gradients>,1,
44463,1/23/2019 18:52,1,30,<neural-network><deep-learning><image-classification>,0,
44465,1/23/2019 21:19,2,41,<r><logistic-regression><regularization>,1,
44474,1/24/2019 0:43,2,2743,<python><keras><tensorflow><gpu>,2,2
44476,1/24/2019 4:59,4,4054,<python><pandas><bigdata><data-cleaning>,2,
44478,1/24/2019 6:33,0,37,<machine-learning><data-cleaning><logistic-regression>,1,
44482,1/24/2019 7:25,4,90,<machine-learning><recommender-system><supervised-learning><similarity>,1,
44484,1/24/2019 8:17,1,77,<machine-learning-model>,1,
54546,6/26/2019 14:09,2,38,<machine-learning><python><neural-network><deep-learning><transfer-learning>,2,
54548,6/26/2019 14:32,5,2770,<neural-network><deep-learning><faster-rcnn><vgg16>,2,1
54549,6/26/2019 15:46,3,1985,<python><tensorflow><lstm><rnn>,1,1
54550,6/26/2019 15:48,4,396,<gridsearchcv><colab>,1,
54558,6/26/2019 15:12,1,73,<math><machine-learning><statistics>,0,
54564,6/26/2019 18:40,0,157,<nlp><word-embeddings><missing-data><text><embeddings>,1,
